TIME_PERIOD,OBS_VALUE
2023-S2,23836.000
2024-S1,21936.000
2024-S2,24415.000
2025-S1,21434.000
2025-S2,24779.000
2015-S1,59733.000
2015-S2,57686.000
2016-S1,53708.000
2016-S2,44949.000
2017-S1,45760.000
2017-S2,40350.000
2018-S1,31442.000
2018-S2,28274.000
2019-S1,24998.000
2019-S2,28047.000
2020-S1,25694.000
2020-S2,24723.000
2021-S1,26447.000
2021-S2,29022.000
2022-S1,28966.000
2022-S2,26945.000
2023-S1,25519.000
2023-S2,26124.000
2024-S1,18123.000
2024-S2,18556.000
2025-S1,19463.000
2025-S2,21071.000
2015-S1,82280.070
2015-S2,72035.452
2016-S1,65886.894
2016-S2,53604.517
2017-S1,52951.005
2017-S2,53642.428
2018-S1,57669.738
2018-S2,52554.820
2019-S1,49412.037
2019-S2,47793.686
2020-S1,49334.348
2020-S2,49277.302
2021-S1,49615.000
2021-S2,41909.044
2022-S1,36245.899
2022-S2,35613.887
2023-S1,36135.937
2023-S2,51407.399
2024-S1,51157.725
2024-S2,42543.219
2025-S1,48854.268
2025-S2,119007.277
2015-S1,654.348
2015-S2,636.281
2016-S1,597.862
2016-S2,660.785
2017-S1,356.149
2017-S2,320.091
2018-S1,405.246
2018-S2,317.301
2019-S1,571.728
2019-S2,544.787
2020-S1,543.855
2020-S2,577.425
2021-S1,444.467
2021-S2,355.951
2022-S1,860.190
2022-S2,852.375
2023-S1,674.974
2023-S2,687.403
2024-S1,814.894
2024-S2,627.402
2025-S1,1067.890
2025-S2,1158.543
2015-S1,1350.802
2015-S2,735.027
2016-S1,721.360
2016-S2,482.551
2017-S1,444.092
2017-S2,341.055
2018-S1,397.352
2018-S2,358.804
2019-S1,2574.431
2019-S2,2430.617
2020-S1,3209.800
2020-S2,3377.985
2021-S1,2624.242
2021-S2,2548.156
2022-S1,341.427
2022-S2,330.743
2023-S1,325.634
2023-S2,288.946
2024-S1,330.646
2024-S2,278.595
2025-S1,618.343
2025-S2,631.121
2015-S1,105926.000
2015-S2,121471.000
2016-S1,128455.000
2016-S2,99762.000
2017-S1,95345.000
2017-S2,84494.000
2018-S1,81465.000
2018-S2,77474.000
2019-S1,72677.000
2019-S2,68435.000
2020-S1,73862.000
2020-S2,70634.000
2021-S1,66782.000
2021-S2,69329.000
2022-S1,66877.000
2022-S2,74146.000
2023-S1,67960.000
2023-S2,69168.000
2024-S1,62760.000
2024-S2,73601.000
2025-S1,87254.000
2025-S2,101906.000
2015-S1,3938458.573
2015-S2,4092749.712
2016-S1,2591099.311
2016-S2,2852367.459
2017-S1,2838854.349
2017-S2,2817034.974
2018-S1,3165663.313
2018-S2,3042246.123
2019-S1,3082391.727
2019-S2,2978487.392
2020-S1,3038603.755
2020-S2,2992643.634
2021-S1,2896065.146
2021-S2,2796543.715
2022-S1,2944142.768
2022-S2,2883664.340
2023-S1,3371583.069
2023-S2,3269890.350
2024-S1,3342815.846
2024-S2,3729102.336
2025-S1,4330469.395
2025-S2,4628304.789
2015-S1,112934.320
2015-S2,114705.008
2016-S1,90008.975
2016-S2,86715.939
2017-S1,116018.424
2017-S2,126395.458
2018-S1,101710.952
2018-S2,105658.590
2019-S1,95969.106
2019-S2,100089.010
2020-S1,94559.014
2020-S2,111512.717
2021-S1,108029.084
2021-S2,139117.607
2022-S1,116041.761
2022-S2,111946.350
2023-S1,122597.332
2023-S2,127624.776
2024-S1,125427.924
2024-S2,130575.664
2025-S1,144971.286
2025-S2,204645.561
2015-S1,161902.000
2015-S2,119009.000
2016-S1,98421.000
2016-S2,71429.000
2017-S1,64600.000
2017-S2,69075.000
2018-S1,65680.000
2018-S2,77089.000
2019-S1,87205.000
2019-S2,88546.000
2020-S1,75992.000
2020-S2,81826.000
2021-S1,81350.000
2021-S2,77551.000
2022-S1,65589.000
2022-S2,69149.000
2023-S1,54517.000
2023-S2,75967.000
2024-S1,81031.000
2024-S2,82926.000
2025-S1,98262.000
2025-S2,113196.000
2015-S1,6471464.934
2015-S2,5726248.815
2016-S1,6943219.557
2016-S2,6110293.984
2017-S1,7158136.521
2017-S2,7281429.632
2018-S1,7866597.943
2018-S2,7364160.600
2019-S1,7820027.046
2019-S2,7549766.102
2020-S1,8150546.996
2020-S2,8697797.425
2021-S1,9637935.777
2021-S2,10260833.479
2022-S1,9630348.974
2022-S2,9494162.688
2023-S1,10762059.894
2023-S2,10004728.366
2024-S1,10356067.603
2024-S2,10167326.859
2025-S1,12175052.211
2025-S2,11986803.234
2015-S1,396636.103
2015-S2,373797.312
2016-S1,360455.386
2016-S2,335068.512
2017-S1,308159.927
2017-S2,309955.588
2018-S1,301737.477
2018-S2,327232.584
2019-S1,336172.998
2019-S2,355252.831
2020-S1,363206.110
2020-S2,398553.060
2021-S1,405242.717
2021-S2,434362.642
2022-S1,367229.747
2022-S2,394737.802
2023-S1,325931.206
2023-S2,351370.078
2024-S1,348413.293
2024-S2,359480.349
2025-S1,390913.696
2025-S2,411689.596
2016-S1,1319793.703
2016-S2,1748099.985
2017-S1,2112505.758
2017-S2,2093291.467
2018-S1,2898165.851
2018-S2,2693292.512
2019-S1,3640918.207
2019-S2,3327007.408
2020-S1,3663044.019
2020-S2,3650087.986
2021-S1,4000840.755
2021-S2,3951074.850
2022-S1,4235258.762
2022-S2,4214418.932
2023-S1,4757368.628
2023-S2,4735546.026
2024-S1,5253625.025
2024-S2,5491308.932
2025-S1,7685062.548
2025-S2,7522340.142
2015-S1,163901.628
2015-S2,155364.616
2016-S1,148456.956
2016-S2,121498.833
2017-S1,158821.564
2017-S2,154989.210
2018-S1,158725.346
2018-S2,131996.873
2019-S1,113469.388
2019-S2,146197.222
2020-S1,130666.863
2020-S2,130044.906
2021-S1,117836.276
2021-S2,108813.139
2022-S1,110773.149
2022-S2,111242.012
2023-S1,132235.309
2023-S2,109998.560
2024-S1,120339.461
2024-S2,108566.083
2025-S1,143342.767
2025-S2,130403.409
2015-S1,1169071.000
2015-S2,998118.000
2016-S1,962121.000
2016-S2,817722.000
2017-S1,850002.000
2017-S2,818443.000
2018-S1,776644.000
2018-S2,769883.000
2019-S1,758855.000
2019-S2,759279.000
2020-S1,775989.000
2020-S2,785090.000
2021-S1,801320.000
2021-S2,833855.000
2022-S1,818568.000
2022-S2,930105.000
2023-S1,884854.000
2023-S2,906913.000
2024-S1,950120.000
2024-S2,911281.000
2025-S1,914711.000
2025-S2,1039477.000
2016-S1,16195.000
2016-S2,68626.000
2017-S1,36367.000
2017-S2,128991.000
2018-S1,363.000
2018-S2,100.000
2019-S1,4883.000
2019-S2,101.000
2020-S1,NaN
2020-S2,NaN
2021-S1,NaN
2021-S2,NaN
2022-S1,127.404
2022-S2,61.025
2023-S1,270.403
2023-S2,665.876
2024-S1,2025.049
2024-S2,301.081
2025-S1,75.000
2025-S2,190.000
2015-S1,2352137.000
2015-S2,1607767.000
2016-S1,1495504.000
2016-S2,1398677.000
2017-S1,1409472.000
2017-S2,1294568.000
2018-S1,1161505.000
2018-S2,875389.000
2019-S1,980439.000
2019-S2,982886.000
2020-S1,1101522.000
2020-S2,1013298.000
2021-S1,1086337.000
2021-S2,1170392.000
2022-S1,1266371.000
2022-S2,1214805.000
2023-S1,1105636.000
2023-S2,960442.000
2024-S1,991323.000
2024-S2,969769.000
2025-S1,1124942.000
2025-S2,1067298.000
2015-S1,14810.000
2015-S2,11886.000
2016-S1,12937.000
2016-S2,14058.000
2017-S1,11819.000
2017-S2,11100.000
2018-S1,10935.000
2018-S2,9339.000
2019-S1,10739.000
2019-S2,10684.000
2020-S1,14084.000
2020-S2,13441.000
2021-S1,11408.000
2021-S2,12408.000
2022-S1,12653.000
2022-S2,14551.000
2023-S1,12944.000
2023-S2,14411.000
2024-S1,15116.000
2024-S2,13674.000
2025-S1,14233.000
2025-S2,13123.000
2015-S1,5525.000
2015-S2,8543.000
2016-S1,15390.000
2016-S2,12798.000
2017-S1,12756.000
2017-S2,14974.000
2018-S1,15723.000
2018-S2,16594.000
2019-S1,16892.000
2019-S2,18641.000
2020-S1,21672.000
2020-S2,17666.000
2021-S1,9640.000
2021-S2,10640.000
2022-S1,10793.000
2022-S2,10672.000
2023-S1,8931.000
2023-S2,8145.000
2024-S1,9279.000
2024-S2,5290.000
2025-S1,6026.000
2025-S2,6337.000
2015-S1,6252322.138
2015-S2,6054604.220
2016-S1,5999941.834
2016-S2,6140908.807
2017-S1,5282054.383
2017-S2,5192144.985
2018-S1,6333192.455
2018-S2,6539346.761
2019-S1,7244055.843
2019-S2,6400298.041
2020-S1,5874570.621
2020-S2,4961562.307
2021-S1,4978051.534
2021-S2,4430883.346
2022-S1,4757628.046
2022-S2,5031643.291
2023-S1,6735329.422
2023-S2,6921639.436
2024-S1,6633004.961
2024-S2,5534310.416
2025-S1,6673941.771
2025-S2,6584396.499
2015-S1,21013.000
2015-S2,20219.000
2016-S1,20168.000
2016-S2,23164.000
2017-S1,22196.000
2017-S2,20269.000
2018-S1,20111.000
2018-S2,19145.000
2019-S1,15079.000
2019-S2,13052.000
2020-S1,15849.000
2020-S2,13753.000
2021-S1,13541.000
2021-S2,14600.000
2022-S1,20827.000
2022-S2,13736.000
2023-S1,14446.000
2023-S2,14671.000
2024-S1,12459.000
2024-S2,9730.000
2025-S1,10320.000
2025-S2,13457.000
2015-S1,416994.765
2015-S2,297313.357
2016-S1,308512.665
2016-S2,250827.471
2017-S1,305415.462
2017-S2,309324.639
2018-S1,309246.834
2018-S2,271045.811
2019-S1,283820.639
2019-S2,278305.689
2020-S1,253945.318
2020-S2,233895.015
2021-S1,239318.935
2021-S2,265898.363
2022-S1,232184.992
2022-S2,198155.131
2023-S1,189337.282
2023-S2,200783.904
2024-S1,202117.835
2024-S2,189163.638
2025-S1,231762.157
2025-S2,259625.546
2015-S1,3012008.000
2015-S2,2481783.000
2016-S1,2418765.000
2016-S2,2089392.000
2017-S1,2325809.000
2017-S2,2558688.000
2018-S1,2362498.000
2018-S2,2304489.000
2019-S1,1965860.000
2019-S2,2150754.000
2020-S1,2648833.000
2020-S2,2580845.000
2021-S1,2854335.000
2021-S2,2845829.000
2022-S1,3048616.000
2022-S2,3179898.000
2023-S1,3192135.000
2023-S2,2617129.000
2024-S1,2885213.000
2024-S2,2967072.000
2025-S1,3617791.000
2025-S2,3665493.000
2015-S1,7853.000
2015-S2,8121.000
2016-S1,5515.000
2016-S2,15793.000
2017-S1,20002.000
2017-S2,13649.000
2018-S1,13549.000
2018-S2,13914.000
2019-S1,4736.000
2019-S2,845.000
2020-S1,6040.000
2020-S2,4428.000
2021-S1,6732.000
2021-S2,5349.000
2022-S1,5062.000
2022-S2,5539.000
2023-S1,3399.000
2023-S2,4717.000
2024-S1,5832.000
2024-S2,959.000
2025-S1,1816.000
2025-S2,23144.000
2015-S1,446752.421
2015-S2,356399.142
2016-S1,348020.276
2016-S2,317131.201
2017-S1,340306.837
2017-S2,378265.358
2018-S1,379516.335
2018-S2,323216.957
2019-S1,355582.390
2019-S2,361718.420
2020-S1,376953.177
2020-S2,519333.640
2021-S1,447088.247
2021-S2,377236.481
2022-S1,245396.572
2022-S2,226963.015
2023-S1,305024.085
2023-S2,324035.111
2024-S1,411845.376
2024-S2,381753.064
2025-S1,433020.260
2025-S2,495305.178
2015-S1,1203.080
2015-S2,1250.843
2016-S1,1385.887
2016-S2,1427.745
2017-S1,1427.344
2017-S2,1506.428
2018-S1,1508.799
2018-S2,1449.550
2019-S1,1774.062
2019-S2,2102.469
2020-S1,2019.863
2020-S2,2317.473
2021-S1,2126.133
2021-S2,2264.935
2022-S1,2170.811
2022-S2,2475.174
2023-S1,2655.684
2023-S2,2875.123
2024-S1,3066.798
2024-S2,2422.330
2025-S1,2276.393
2025-S2,2357.015
2015-S1,3278.805
2015-S2,3131.019
2016-S1,2810.174
2016-S2,2304.616
2017-S1,2027.792
2017-S2,1629.205
2018-S1,1172.247
2018-S2,1121.023
2019-S1,1317.300
2019-S2,1271.567
2020-S1,1367.887
2020-S2,1269.322
2021-S1,773.788
2021-S2,244.352
2022-S1,404.663
2022-S2,432.354
2023-S1,439.454
2023-S2,364.226
2024-S1,329.706
2024-S2,340.553
2025-S1,328.174
2025-S2,279.778
2015-S1,455214.852
2015-S2,423208.245
2016-S1,345631.596
2016-S2,294831.731
2017-S1,300479.977
2017-S2,304105.333
2018-S1,232486.857
2018-S2,186858.573
2019-S1,213541.664
2019-S2,199404.769
2020-S1,184753.940
2020-S2,201708.095
2021-S1,205125.077
2021-S2,198522.416
2022-S1,211394.707
2022-S2,146257.036
2023-S1,168435.741
2023-S2,177287.123
2024-S1,171442.722
2024-S2,181902.799
2025-S1,251780.524
2025-S2,273723.382
2015-S1,64850.966
2015-S2,27007.345
2016-S1,27628.423
2016-S2,25221.472
2017-S1,68169.429
2017-S2,35006.879
2018-S1,42931.606
2018-S2,35193.464
2019-S1,37381.398
2019-S2,37595.418
2020-S1,33034.336
2020-S2,24737.767
2021-S1,25792.397
2021-S2,77263.647
2022-S1,53086.632
2022-S2,20808.766
2023-S1,20169.452
2023-S2,18977.089
2024-S1,20302.587
2024-S2,17808.285
2025-S1,25482.104
2025-S2,31150.231
2015-S1,1003907.000
2015-S2,553358.000
2016-S1,515139.000
2016-S2,637575.000
2017-S1,862618.000
2017-S2,866258.000
2018-S1,783683.000
2018-S2,406197.000
2019-S1,791478.000
2019-S2,848959.000
2020-S1,1020923.000
2020-S2,944187.000
2021-S1,1118490.000
2021-S2,1204141.000
2022-S1,1465447.000
2022-S2,1403168.000
2023-S1,1298747.000
2023-S2,1127645.000
2024-S1,1226104.000
2024-S2,1206137.000
2025-S1,1466669.000
2025-S2,1342394.000
2016-S1,94466177.641
2016-S2,76072970.550
2017-S1,94229735.312
2017-S2,87425561.324
2018-S1,94038075.021
2018-S2,84043981.787
2019-S1,101509771.474
2019-S2,85965469.211
2020-S1,104692225.844
2020-S2,101842838.562
2021-S1,107663006.254
2021-S2,97862323.186
2022-S1,112343807.177
2022-S2,116105650.963
2023-S1,145005255.536
2023-S2,140747299.374
2024-S1,154900031.085
2024-S2,141089980.068
2025-S1,196757092.654
2025-S2,192275296.036
2015-S1,437761.000
2015-S2,354499.000
2016-S1,290411.000
2016-S2,300733.000
2017-S1,329544.000
2017-S2,341537.000
2018-S1,335652.000
2018-S2,371415.000
2019-S1,424186.000
2019-S2,453764.000
2020-S1,509815.000
2020-S2,529855.000
2021-S1,598100.000
2021-S2,524895.000
2022-S1,519896.000
2022-S2,542528.000
2023-S1,542669.000
2023-S2,447180.000
2024-S1,467680.000
2024-S2,585707.000
2025-S1,888759.000
2025-S2,808633.000
2016-S1,0.001
2016-S2,0.001
2017-S1,0.001
2017-S2,0.000
2018-S1,0.000
2018-S2,0.000
2019-S1,NaN
2019-S2,NaN
2020-S1,NaN
2020-S2,NaN
2021-S1,NaN
2021-S2,NaN
2022-S1,0.000
2022-S2,0.000
2023-S1,0.000
2023-S2,0.000
2024-S1,0.000
2024-S2,0.000
2015-S1,410968.000
2015-S2,252714.000
2016-S1,216960.500
2016-S2,171296.500
2017-S1,205039.500
2017-S2,145144.000
2018-S1,133327.000
2018-S2,85034.500
2019-S1,112457.000
2019-S2,102782.500
2020-S1,111777.500
2020-S2,91866.500
2021-S1,85980.000
2021-S2,113153.000
2022-S1,111960.500
2022-S2,89412.000
2023-S1,73018.000
2023-S2,63005.500
2024-S1,61749.500
2024-S2,49229.500
2025-S1,68867.500
2025-S2,51540.000
2016-S1,183.787
2016-S2,33.330
2017-S1,42.491
2017-S2,30.565
2018-S1,44.497
2018-S2,31.372
2019-S1,103.788
2019-S2,104.036
2020-S1,144.514
2020-S2,161.961
2021-S1,124.299
2021-S2,117.856
2022-S1,172.633
2022-S2,193.982
2023-S1,162.197
2023-S2,198.383
2024-S1,139.394
2024-S2,157.578
2025-S1,681.476
2025-S2,695.674
2015-S1,12673.000
2015-S2,10287.000
2016-S1,9889.000
2016-S2,9720.000
2017-S1,11217.000
2017-S2,8229.000
2018-S1,10620.000
2018-S2,4724.000
2019-S1,9356.000
2019-S2,7853.000
2020-S1,6190.000
2020-S2,7334.000
2021-S1,8335.000
2021-S2,11312.000
2022-S1,12567.000
2022-S2,10992.000
2023-S1,8429.000
2023-S2,6870.000
2024-S1,5781.000
2024-S2,6207.000
2025-S1,10815.000
2025-S2,5688.000
2015-S1,15.000
2015-S2,NaN
2016-S1,NaN
2016-S2,46.000
2017-S1,1078.000
2017-S2,24466.000
2018-S1,60786.000
2018-S2,23204.000
2019-S1,48927.000
2019-S2,30982.000
2020-S1,58211.000
2020-S2,73550.000
2021-S1,71059.000
2021-S2,19792.000
2022-S1,5545.000
2022-S2,34380.000
2023-S1,30898.000
2023-S2,16349.000
2024-S1,43276.000
2024-S2,51508.000
2025-S1,64952.000
2025-S2,73972.000
2015-S1,62485.000
2015-S2,52544.000
2016-S1,43753.000
2016-S2,42365.000
2017-S1,40135.000
2017-S2,37569.000
2018-S1,34138.000
2018-S2,28607.000
2019-S1,27832.000
2019-S2,25253.000
2020-S1,20544.000
2020-S2,20411.000
2021-S1,17145.000
2021-S2,18203.000
2022-S1,18187.000
2022-S2,16384.000
2023-S1,18148.000
2023-S2,18163.000
2024-S1,18196.000
2024-S2,21113.000
2025-S1,29035.000
2025-S2,25936.000
2016-S1,1389.315
2016-S2,1212.123
2017-S1,1362.923
2017-S2,1336.471
2018-S1,1494.565
2018-S2,1367.809
2019-S1,590.877
2019-S2,515.360
2020-S1,559.936
2020-S2,537.084
2021-S1,562.866
2021-S2,561.181
2022-S1,4042.845
2022-S2,12567.628
2023-S1,15859.107
2023-S2,37189.393
2024-S1,75741.367
2024-S2,132794.899
2025-S1,181715.000
2025-S2,209541.520
2015-S1,4554852.000
2015-S2,3736644.000
2016-S1,3239634.000
2016-S2,2464218.000
2017-S1,2122174.000
2017-S2,1942046.000
2018-S1,1799285.000
2018-S2,1683642.000
2019-S1,1487009.000
2019-S2,1455381.000
2020-S1,1515368.000
2020-S2,1492956.000
2021-S1,1441802.000
2021-S2,1491421.000
2022-S1,1477967.000
2022-S2,1548704.000
2023-S1,1478747.000
2023-S2,1479187.000
2024-S1,1474163.000
2024-S2,1460125.000
2025-S1,1729496.000
2025-S2,1717112.000
2015-S1,4357.176
2015-S2,4461.213
2016-S1,4027.661
2016-S2,4125.790
2017-S1,4049.447
2017-S2,4423.310
2018-S1,4897.031
2018-S2,3886.983
2019-S1,4499.404
2019-S2,3993.839
2020-S1,4589.216
2020-S2,4759.673
2021-S1,3605.183
2021-S2,3426.580
2022-S1,20067.161
2022-S2,22765.284
2023-S1,22262.025
2023-S2,19951.024
2024-S1,18467.109
2024-S2,19331.184
2025-S1,20833.611
2025-S2,22572.539
2015-S1,2468390.000
2015-S2,2201882.000
2016-S1,2321628.000
2016-S2,1858223.000
2017-S1,2197143.000
2017-S2,2454975.000
2018-S1,2073687.000
2018-S2,2064354.000
2019-S1,1733726.000
2019-S2,1734254.000
2020-S1,2032969.000
2020-S2,2068222.000
2021-S1,2200881.000
2021-S2,1902131.000
2022-S1,2036029.000
2022-S2,1804132.000
2023-S1,2261926.000
2023-S2,1472439.000
2024-S1,1753985.000
2024-S2,1949110.000
2025-S1,2406319.000
2025-S2,2344696.000
2015-S1,90116.739
2015-S2,71463.953
2016-S1,97671.203
2016-S2,101785.774
2017-S1,119703.874
2017-S2,165603.714
2018-S1,165076.666
2018-S2,230468.317
2019-S1,135065.987
2019-S2,117712.894
2020-S1,123000.698
2020-S2,126671.988
2021-S1,139346.143
2021-S2,111267.502
2022-S1,84719.712
2022-S2,75630.316
2023-S1,83832.733
2023-S2,82410.861
2024-S1,86928.998
2024-S2,101146.408
2025-S1,26586.507
2025-S2,26155.588
2015-S1,275076.000
2015-S2,157984.000
2016-S1,161196.000
2016-S2,144174.000
2017-S1,125171.000
2017-S2,144149.000
2018-S1,141607.000
2018-S2,162781.000
2019-S1,247989.000
2019-S2,272156.000
2020-S1,284878.000
2020-S2,301202.000
2021-S1,378124.000
2021-S2,296362.000
2022-S1,307484.000
2022-S2,319171.000
2023-S1,299843.000
2023-S2,188780.000
2024-S1,240623.000
2024-S2,326934.000
2025-S1,476662.000
2025-S2,404729.000
2015-S1,406339.000
2015-S2,246613.000
2016-S1,250929.000
2016-S2,227437.000
2017-S1,173846.000
2017-S2,182649.000
2018-S1,139645.000
2018-S2,163121.000
2019-S1,342224.000
2019-S2,374227.000
2020-S1,511994.000
2020-S2,544845.000
2021-S1,594939.000
2021-S2,441135.000
2022-S1,453035.000
2022-S2,529201.000
2023-S1,736053.000
2023-S2,461862.000
2024-S1,480024.000
2024-S2,595083.000
2025-S1,787563.000
2025-S2,839860.000
2015-S1,87298.991
2015-S2,76799.359
2016-S1,70205.490
2016-S2,57741.820
2017-S1,57481.195
2017-S2,58679.167
2018-S1,62828.727
2018-S2,56574.602
2019-S1,53270.070
2019-S2,50908.205
2020-S1,52669.851
2020-S2,52414.256
2021-S1,51909.394
2021-S2,43876.894
2022-S1,37703.137
2022-S2,36995.667
2023-S1,37169.635
2023-S2,52426.896
2024-S1,52130.134
2024-S2,43738.727
2025-S1,50425.747
2025-S2,120919.317
2015-S1,99942.690
2015-S2,168197.062
2016-S1,219927.287
2016-S2,166326.564
2017-S1,153464.481
2017-S2,133723.665
2018-S1,176122.770
2018-S2,126605.470
2019-S1,136946.986
2019-S2,134189.190
2020-S1,126821.403
2020-S2,137071.061
2021-S1,119472.226
2021-S2,112198.010
2022-S1,107681.027
2022-S2,118524.653
2023-S1,136053.821
2023-S2,135182.650
2024-S1,158680.324
2024-S2,158016.398
2025-S1,197566.116
2025-S2,218170.710
2015-S1,586731.775
2015-S2,646333.868
2016-S1,1467411.578
2016-S2,753070.222
2017-S1,629646.323
2017-S2,490830.934
2018-S1,443483.726
2018-S2,463811.071
2019-S1,568241.271
2019-S2,470673.551
2020-S1,475577.948
2020-S2,463406.557
2021-S1,361115.179
2021-S2,296671.657
2022-S1,279630.839
2022-S2,470555.120
2023-S1,301169.350
2023-S2,402967.598
2024-S1,410315.879
2024-S2,408069.661
2025-S1,534998.223
2025-S2,943080.489
2015-S1,26199.000
2015-S2,26784.000
2016-S1,23322.000
2016-S2,20839.000
2017-S1,21121.000
2017-S2,15952.000
2018-S1,7272.000
2018-S2,7520.000
2019-S1,3841.000
2019-S2,3645.000
2020-S1,6529.000
2020-S2,13895.000
2021-S1,17103.000
2021-S2,22173.000
2022-S1,17944.000
2022-S2,15163.000
2023-S1,15981.000
2023-S2,17464.000
2024-S1,6938.000
2024-S2,7514.000
2025-S1,12825.000
2025-S2,10537.000
2015-S1,741856.643
2015-S2,1328617.106
2016-S1,573816.435
2016-S2,551187.112
2017-S1,647505.540
2017-S2,667992.341
2018-S1,645817.690
2018-S2,553882.298
2019-S1,612774.658
2019-S2,578692.153
2020-S1,486640.369
2020-S2,577102.726
2021-S1,606122.739
2021-S2,626551.897
2022-S1,479136.348
2022-S2,449042.621
2023-S1,484678.957
2023-S2,498873.098
2024-S1,528218.998
2024-S2,597359.414
2025-S1,706185.634
2025-S2,817506.051
2015-S1,1431759.000
2015-S2,982498.000
2016-S1,894742.000
2016-S2,755497.000
2017-S1,653963.000
2017-S2,505380.000
2018-S1,445514.000
2018-S2,363726.000
2019-S1,330697.000
2019-S2,307548.000
2020-S1,318005.000
2020-S2,267662.000
2021-S1,244716.000
2021-S2,283391.000
2022-S1,263914.000
2022-S2,240618.000
2023-S1,211202.000
2023-S2,173662.000
2024-S1,152766.000
2024-S2,137325.000
2025-S1,154612.000
2025-S2,141319.000
2015-S1,37243615.026
2015-S2,32515286.908
2016-S1,44301137.865
2016-S2,36670190.798
2017-S1,36370905.105
2017-S2,34694426.136
2018-S1,33231522.620
2018-S2,32605449.800
2019-S1,35548396.673
2019-S2,34417402.161
2020-S1,37005983.371
2020-S2,34242292.853
2021-S1,29744954.161
2021-S2,33425622.239
2022-S1,20679191.679
2022-S2,25025764.129
2023-S1,24500438.283
2023-S2,32021107.882
2024-S1,36156916.930
2024-S2,42897477.646
2025-S1,44314585.184
2025-S2,49760949.425
2015-S1,215223.856
2015-S2,164483.344
2016-S1,226165.534
2016-S2,128688.462
2017-S1,127597.072
2017-S2,134409.339
2018-S1,103282.024
2018-S2,92626.747
2019-S1,116970.540
2019-S2,89522.470
2020-S1,234574.745
2020-S2,196023.359
2021-S1,156380.988
2021-S2,130314.185
2022-S1,352545.051
2022-S2,375199.863
2023-S1,377699.653
2023-S2,285185.716
2024-S1,392223.303
2024-S2,242494.992
2025-S1,259701.667
2025-S2,248108.950
2015-S1,2439494.000
2015-S2,2114630.000
2016-S1,2141926.000
2016-S2,1867828.000
2017-S1,2083275.000
2017-S2,2150109.000
2018-S1,1897815.000
2018-S2,1889109.000
2019-S1,1656484.000
2019-S2,1659874.000
2020-S1,1831884.000
2020-S2,1850336.000
2021-S1,1933936.000
2021-S2,1826645.000
2022-S1,1910528.000
2022-S2,1906921.000
2023-S1,2066089.000
2023-S2,1688463.000
2024-S1,1897361.000
2024-S2,1947290.000
2025-S1,2307309.000
2025-S2,2301714.000
2015-S1,11432560.921
2015-S2,10772418.075
2016-S1,10707173.173
2016-S2,10525911.396
2017-S1,12326884.260
2017-S2,12442835.200
2018-S1,15348612.272
2018-S2,14724376.230
2019-S1,17046523.423
2019-S2,15111239.898
2020-S1,13788697.944
2020-S2,12712761.506
2021-S1,14556569.512
2021-S2,13693837.835
2022-S1,14409198.437
2022-S2,16482959.325
2023-S1,16903950.947
2023-S2,17073944.839
2024-S1,16703129.655
2024-S2,16179275.839
2025-S1,17108592.144
2025-S2,16908993.744
2015-S1,1468004.000
2015-S2,1385900.000
2016-S1,1478509.000
2016-S2,1494245.000
2017-S1,1599590.000
2017-S2,1511810.000
2018-S1,1494994.000
2018-S2,1481287.000
2019-S1,1394694.000
2019-S2,1409272.000
2020-S1,1448444.000
2020-S2,1439897.000
2021-S1,1403777.000
2021-S2,1447614.000
2022-S1,1455665.000
2022-S2,1671010.000
2023-S1,1566595.000
2023-S2,1568807.000
2024-S1,1639171.000
2024-S2,1549954.000
2025-S1,1768410.000
2025-S2,1804520.000
2015-S1,136379.000
2015-S2,73168.000
2016-S1,57266.000
2016-S2,24626.000
2017-S1,30486.000
2017-S2,25643.000
2018-S1,32624.000
2018-S2,45217.000
2019-S1,79474.000
2019-S2,93917.000
2020-S1,99916.000
2020-S2,32368.000
2021-S1,56952.000
2021-S2,51210.000
2022-S1,54619.000
2022-S2,45109.000
2023-S1,43286.000
2023-S2,13197.000
2024-S1,10979.000
2024-S2,12316.000
2025-S1,19987.000
2025-S2,6844.000
2015-S1,304025.000
2015-S2,190368.000
2016-S1,186297.000
2016-S2,165252.000
2017-S1,137913.000
2017-S2,146898.000
2018-S1,127510.000
2018-S2,134402.000
2019-S1,252127.000
2019-S2,262278.000
2020-S1,331991.000
2020-S2,321794.000
2021-S1,343128.000
2021-S2,272195.000
2022-S1,302999.000
2022-S2,333223.000
2023-S1,415152.000
2023-S2,282931.000
2024-S1,280472.000
2024-S2,330780.000
2025-S1,433166.000
2025-S2,508322.000
2015-S1,544649.000
2015-S2,397460.000
2016-S1,328376.000
2016-S2,244649.000
2017-S1,231127.000
2017-S2,203010.000
2018-S1,215160.000
2018-S2,209645.000
2019-S1,202039.000
2019-S2,179728.000
2020-S1,150688.000
2020-S2,150054.000
2021-S1,174339.000
2021-S2,171835.000
2022-S1,157559.000
2022-S2,154146.000
2023-S1,171770.000
2023-S2,170716.000
2024-S1,153331.000
2024-S2,156355.000
2025-S1,186209.000
2025-S2,191632.000
2015-S1,7447731.752
2015-S2,6563772.821
2016-S1,11856664.832
2016-S2,7450341.026
2017-S1,6290136.628
2017-S2,5002317.314
2018-S1,4325696.016
2018-S2,4231705.024
