TIME_PERIOD,OBS_VALUE
2023-S1,9496.423
2023-S2,9001.002
2024-S1,10102.051
2024-S2,9503.510
2025-S1,16002.865
2025-S2,18501.731
2015-S1,102292.932
2015-S2,69822.026
2016-S1,113935.493
2016-S2,75704.630
2017-S1,61059.005
2017-S2,42235.101
2018-S1,35997.191
2018-S2,34216.140
2019-S1,46690.474
2019-S2,41357.691
2020-S1,46988.087
2020-S2,49656.093
2021-S1,41940.777
2021-S2,44435.062
2022-S1,79979.404
2022-S2,87052.718
2023-S1,83274.710
2023-S2,75399.370
2024-S1,66974.700
2024-S2,68716.562
2025-S1,64230.510
2025-S2,69014.658
2015-S1,336063.000
2015-S2,206813.000
2016-S1,192422.000
2016-S2,200704.000
2017-S1,217103.000
2017-S2,236169.000
2018-S1,244456.000
2018-S2,243729.000
2019-S1,241913.000
2019-S2,223770.000
2020-S1,258391.000
2020-S2,248585.000
2021-S1,257760.000
2021-S2,239760.000
2022-S1,228535.000
2022-S2,233600.000
2023-S1,223019.000
2023-S2,194108.000
2024-S1,204834.000
2024-S2,199324.000
2025-S1,259813.000
2025-S2,218623.000
2015-S1,17113247.261
2015-S2,15466979.964
2016-S1,14122475.402
2016-S2,12745529.045
2017-S1,14116324.272
2017-S2,14966397.392
2018-S1,17234126.071
2018-S2,14265444.539
2019-S1,15457824.897
2019-S2,13547448.515
2020-S1,13931208.392
2020-S2,14127575.235
2021-S1,14351176.280
2021-S2,13689944.818
2022-S1,14565908.661
2022-S2,14439145.504
2023-S1,18231024.278
2023-S2,19518532.019
2024-S1,18260013.857
2024-S2,17960277.311
2025-S1,21114374.187
2025-S2,21090023.288
2015-S1,173158.316
2015-S2,161826.013
2016-S1,229879.669
2016-S2,211417.507
2017-S1,270878.721
2017-S2,295474.824
2018-S1,281720.200
2018-S2,280781.358
2019-S1,288158.299
2019-S2,295562.734
2020-S1,298671.428
2020-S2,327892.956
2021-S1,344842.284
2021-S2,351524.679
2022-S1,324262.795
2022-S2,331677.388
2023-S1,377595.718
2023-S2,389868.717
2024-S1,406211.671
2024-S2,431312.933
2025-S1,473927.096
2025-S2,504133.260
2015-S1,28767.000
2015-S2,38409.000
2016-S1,32984.122
2016-S2,29053.872
2017-S1,30967.679
2017-S2,27867.769
2018-S1,27006.438
2018-S2,22410.088
2019-S1,20728.172
2019-S2,21246.250
2020-S1,16330.769
2020-S2,14876.675
2021-S1,13624.686
2021-S2,16700.562
2022-S1,20343.647
2022-S2,11655.657
2023-S1,13548.964
2023-S2,13402.500
2024-S1,15276.333
2024-S2,17286.445
2025-S1,33710.901
2025-S2,35485.718
2015-S1,26051.000
2015-S2,29336.000
2016-S1,29521.000
2016-S2,14272.000
2017-S1,8823.000
2017-S2,12011.000
2018-S1,4568.000
2018-S2,4789.000
2019-S1,4956.000
2019-S2,7631.000
2020-S1,8204.000
2020-S2,7297.000
2021-S1,18245.000
2021-S2,18194.000
2022-S1,19290.000
2022-S2,27725.000
2023-S1,42365.000
2023-S2,11119.000
2024-S1,19702.000
2024-S2,15729.000
2025-S1,17829.000
2025-S2,18666.000
2015-S1,11193701.052
2015-S2,10526272.445
2016-S1,9577531.441
2016-S2,8343815.800
2017-S1,8357757.297
2017-S2,8228717.957
2018-S1,7858661.844
2018-S2,7213427.597
2019-S1,7880015.895
2019-S2,7481465.681
2020-S1,7585750.529
2020-S2,7608046.711
2021-S1,7135410.772
2021-S2,6900348.133
2022-S1,7611176.586
2022-S2,7890010.904
2023-S1,9824931.282
2023-S2,10094434.050
2024-S1,9231841.347
2024-S2,8540974.814
2025-S1,10035226.560
2025-S2,9519607.848
2015-S1,1900630.653
2015-S2,1538448.822
2016-S1,1239386.686
2016-S2,1218659.464
2017-S1,1443529.914
2017-S2,1286844.627
2018-S1,1916810.847
2018-S2,1361913.789
2019-S1,1421682.198
2019-S2,1283413.179
2020-S1,1446427.933
2020-S2,1489467.038
2021-S1,2099423.022
2021-S2,1554557.035
2022-S1,1788372.515
2022-S2,1972171.507
2023-S1,2786093.171
2023-S2,2519557.292
2024-S1,3580967.641
2024-S2,3768295.292
2025-S1,5995007.994
2025-S2,4200992.178
2015-S1,23981.000
2015-S2,23985.000
2016-S1,12680.000
2016-S2,17090.000
2017-S1,12033.000
2017-S2,18716.000
2018-S1,16496.000
2018-S2,24870.000
2019-S1,26746.000
2019-S2,25783.000
2020-S1,39548.000
2020-S2,27210.000
2021-S1,9193.000
2021-S2,11453.000
2022-S1,8056.000
2022-S2,8135.000
2023-S1,7148.000
2023-S2,6817.000
2024-S1,8578.000
2024-S2,7781.000
2025-S1,9158.000
2025-S2,15975.000
2015-S1,2233986.720
2015-S2,1953323.797
2016-S1,1865344.523
2016-S2,1704519.448
2017-S1,1644085.515
2017-S2,1505628.543
2018-S1,1431065.683
2018-S2,1332005.630
2019-S1,1183800.946
2019-S2,1157790.343
2020-S1,1183028.315
2020-S2,1083644.676
2021-S1,1041260.390
2021-S2,1050016.860
2022-S1,1118145.871
2022-S2,1063016.164
2023-S1,1037745.895
2023-S2,969636.254
2024-S1,962017.057
2024-S2,950769.661
2025-S1,1026006.935
2025-S2,940724.415
2015-S1,35825.343
2015-S2,32006.795
2016-S1,49587.385
2016-S2,55808.259
2017-S1,82395.122
2017-S2,89816.555
2018-S1,79669.803
2018-S2,75083.163
2019-S1,82614.013
2019-S2,90868.074
2020-S1,59203.141
2020-S2,73757.576
2021-S1,77600.292
2021-S2,40806.333
2022-S1,43218.006
2022-S2,49024.705
2023-S1,40459.699
2023-S2,28754.837
2024-S1,35903.912
2024-S2,34289.924
2025-S1,27383.451
2025-S2,28704.907
2015-S1,36723.592
2015-S2,33309.262
2016-S1,50448.472
2016-S2,39998.474
2017-S1,34279.786
2017-S2,35143.233
2018-S1,15693.048
2018-S2,15000.800
2019-S1,12609.324
2019-S2,12295.151
2020-S1,16879.160
2020-S2,12917.882
2021-S1,15366.000
2021-S2,16120.547
2022-S1,19169.281
2022-S2,19497.600
2023-S1,27494.486
2023-S2,21257.249
2024-S1,21230.856
2024-S2,17965.483
2025-S1,16137.109
2025-S2,15780.180
2015-S1,79722.776
2015-S2,68931.320
2016-S1,127261.200
2016-S2,75529.512
2017-S1,69288.938
2017-S2,49881.013
2018-S1,47003.762
2018-S2,40034.059
2019-S1,45101.903
2019-S2,37949.319
2020-S1,48712.174
2020-S2,51675.525
2021-S1,45944.652
2021-S2,45917.096
2022-S1,173426.087
2022-S2,200964.220
2023-S1,193895.129
2023-S2,175679.205
2024-S1,160316.745
2024-S2,145951.916
2025-S1,191307.367
2025-S2,181615.747
2015-S1,18030.834
2015-S2,23489.275
2016-S1,38345.919
2016-S2,24998.570
2017-S1,24773.989
2017-S2,20780.956
2018-S1,19445.445
2018-S2,18507.206
2019-S1,23257.055
2019-S2,19979.928
2020-S1,19592.296
2020-S2,17498.553
2021-S1,16294.436
2021-S2,12819.155
2022-S1,11095.311
2022-S2,15810.325
2023-S1,10212.653
2023-S2,10609.287
2024-S1,12515.298
2024-S2,13445.910
2025-S1,18992.635
2025-S2,32264.855
2015-S1,2028131.000
2015-S2,1566174.000
2016-S1,1676560.000
2016-S2,1483981.000
2017-S1,1766220.000
2017-S2,1948582.000
2018-S1,1715380.000
2018-S2,1715149.000
2019-S1,1649673.000
2019-S2,1638204.000
2020-S1,2154316.000
2020-S2,2042950.000
2021-S1,2298728.000
2021-S2,2243475.000
2022-S1,2409635.000
2022-S2,2517485.000
2023-S1,2623946.000
2023-S2,1951906.000
2024-S1,2193888.000
2024-S2,2262056.000
2025-S1,2807080.000
2025-S2,2798664.000
2015-S1,53684.185
2015-S2,46179.907
2016-S1,62876.175
2016-S2,62504.464
2017-S1,75349.091
2017-S2,95707.792
2018-S1,104923.972
2018-S2,126080.263
2019-S1,90803.558
2019-S2,82828.719
2020-S1,80725.586
2020-S2,78932.781
2021-S1,81738.140
2021-S2,68131.796
2022-S1,44284.890
2022-S2,33016.576
2023-S1,33590.063
2023-S2,33627.134
2024-S1,36204.935
2024-S2,57608.984
2025-S1,18385.517
2025-S2,17030.180
2015-S1,4723121.678
2015-S2,4265083.508
2016-S1,6130173.740
2016-S2,4245107.871
2017-S1,3708123.309
2017-S2,3146091.386
2018-S1,2786650.007
2018-S2,2797576.440
2019-S1,3826533.791
2019-S2,3624736.951
2020-S1,4549547.253
2020-S2,4730622.768
2021-S1,3757458.332
2021-S2,3611468.264
2022-S1,4957212.922
2022-S2,6197277.199
2023-S1,6092329.068
2023-S2,5314192.795
2024-S1,4874736.479
2024-S2,4605097.292
2025-S1,5930947.270
2025-S2,6356511.973
2015-S1,1018.566
2015-S2,1061.708
2016-S1,884.245
2016-S2,896.108
2017-S1,1284.249
2017-S2,1024.536
2018-S1,2056.937
2018-S2,1358.580
2019-S1,1246.602
2019-S2,1233.587
2020-S1,1336.949
2020-S2,1884.808
2021-S1,2977.168
2021-S2,2578.226
2022-S1,1405.996
2022-S2,1405.892
2023-S1,1336.826
2023-S2,1323.445
2024-S1,1343.016
2024-S2,1221.388
2025-S1,1194.707
2025-S2,1164.356
2015-S1,204753.947
2015-S2,154138.504
2016-S1,270225.125
2016-S2,153631.712
2017-S1,209095.988
2017-S2,152808.526
2018-S1,198143.917
2018-S2,245268.858
2019-S1,175364.973
2019-S2,279567.913
2020-S1,150091.647
2020-S2,218801.981
2021-S1,205400.557
2021-S2,186216.306
2022-S1,199017.468
2022-S2,219722.888
2023-S1,333478.222
2023-S2,222100.631
2024-S1,310959.915
2024-S2,281882.729
2025-S1,424782.873
2025-S2,306239.643
2015-S1,128393.000
2015-S2,133041.000
2016-S1,138659.000
2016-S2,185772.000
2017-S1,186336.000
2017-S2,196661.000
2018-S1,194084.000
2018-S2,154096.000
2019-S1,134051.000
2019-S2,103341.000
2020-S1,164717.000
2020-S2,148719.000
2021-S1,488242.000
2021-S2,108171.000
2022-S1,94790.000
2022-S2,115588.000
2023-S1,96983.000
2023-S2,157568.000
2024-S1,90771.000
2024-S2,103428.000
2025-S1,111768.000
2025-S2,162148.000
2016-S1,7739931.440
2016-S2,7255761.670
2017-S1,8556374.344
2017-S2,9659258.029
2018-S1,11153418.342
2018-S2,12841296.178
2019-S1,12255730.614
2019-S2,12545174.565
2020-S1,13309512.125
2020-S2,12695863.332
2021-S1,13602200.917
2021-S2,13579854.987
2022-S1,15536918.622
2022-S2,15513995.325
2023-S1,17718852.964
2023-S2,15850178.619
2024-S1,22749733.920
2024-S2,17148320.683
2025-S1,18868675.402
2025-S2,18910841.198
2015-S1,7022.266
2015-S2,6273.777
2016-S1,8318.247
2016-S2,10871.108
2017-S1,12722.822
2017-S2,14085.382
2018-S1,15624.872
2018-S2,15475.011
2019-S1,14372.107
2019-S2,7738.102
2020-S1,8948.598
2020-S2,8820.268
2021-S1,19993.025
2021-S2,17785.468
2022-S1,69808.563
2022-S2,69383.128
2023-S1,79879.728
2023-S2,77691.248
2024-S1,79292.178
2024-S2,72669.488
2025-S1,16800.934
2025-S2,19499.343
2015-S1,1170674.444
2015-S2,1669600.563
2016-S1,946942.310
2016-S2,901225.809
2017-S1,1328855.089
2017-S2,768618.508
2018-S1,829957.070
2018-S2,728452.943
2019-S1,829624.632
2019-S2,707318.037
2020-S1,681785.547
2020-S2,658635.019
2021-S1,723072.331
2021-S2,601255.464
2022-S1,565049.172
2022-S2,499225.863
2023-S1,603047.216
2023-S2,497547.368
2024-S1,551941.194
2024-S2,537635.559
2025-S1,687194.011
2025-S2,642121.275
2015-S1,881486.929
2015-S2,777911.947
2016-S1,578615.044
2016-S2,560448.649
2017-S1,683744.487
2017-S2,605816.452
2018-S1,896744.311
2018-S2,660892.407
2019-S1,689997.687
2019-S2,630345.970
2020-S1,693054.109
2020-S2,722471.203
2021-S1,1009254.126
2021-S2,727324.476
2022-S1,846351.229
2022-S2,933893.823
2023-S1,1300905.278
2023-S2,1195579.309
2024-S1,1667832.176
2024-S2,1832208.273
2025-S1,2958473.186
2025-S2,2048031.695
2015-S1,179312.000
2015-S2,188892.000
2016-S1,180225.000
2016-S2,219381.000
2017-S1,215038.000
2017-S2,245389.000
2018-S1,247801.000
2018-S2,204837.000
2019-S1,197907.000
2019-S2,148795.000
2020-S1,197038.000
2020-S2,193858.000
2021-S1,525500.000
2021-S2,112244.000
2022-S1,106429.000
2022-S2,129868.000
2023-S1,109002.000
2023-S2,172501.000
2024-S1,108115.000
2024-S2,118113.000
2025-S1,133873.000
2025-S2,188312.000
2015-S1,57667.481
2015-S2,53374.476
2016-S1,44618.237
2016-S2,42331.453
2017-S1,49500.145
2017-S2,36491.380
2018-S1,37734.266
2018-S2,28747.008
2019-S1,35073.337
2019-S2,36667.796
2020-S1,31594.421
2020-S2,42008.994
2021-S1,32010.896
2021-S2,37274.375
2022-S1,51239.597
2022-S2,53871.251
2023-S1,33750.607
2023-S2,81073.269
2024-S1,31646.101
2024-S2,61926.048
2025-S1,85029.498
2025-S2,53524.210
2015-S1,7744.919
2015-S2,11575.156
2016-S1,21217.077
2016-S2,26656.624
2017-S1,19945.563
2017-S2,24485.047
2018-S1,26465.129
2018-S2,27678.658
2019-S1,24256.240
2019-S2,31078.543
2020-S1,27561.121
2020-S2,29375.647
2021-S1,37860.079
2021-S2,28896.585
2022-S1,28289.625
2022-S2,28865.611
2023-S1,20880.705
2023-S2,20406.660
2024-S1,12112.722
2024-S2,11442.692
2025-S1,12384.312
2025-S2,11617.190
2016-S1,1640.734
2016-S2,1386.890
2017-S1,3074.846
2017-S2,2321.050
2018-S1,127.759
2018-S2,54.453
2019-S1,78.600
2019-S2,159.927
2020-S1,237.962
2020-S2,236.052
2021-S1,174.611
2021-S2,197.967
2022-S1,168.700
2022-S2,167.316
2023-S1,207.110
2023-S2,222.656
2024-S1,170.881
2024-S2,107.980
2025-S1,501.692
2025-S2,542.524
2015-S1,61006.367
2015-S2,54004.553
2016-S1,49802.205
2016-S2,40355.865
2017-S1,33173.792
2017-S2,27061.064
2018-S1,21827.150
2018-S2,19789.025
2019-S1,18773.337
2019-S2,15520.687
2020-S1,20048.484
2020-S2,16617.821
2021-S1,14436.333
2021-S2,14183.775
2022-S1,16845.287
2022-S2,13305.488
2023-S1,14712.753
2023-S2,12689.186
2024-S1,11558.161
2024-S2,10093.653
2025-S1,12728.832
2025-S2,12900.239
2015-S1,470464.000
2015-S2,303528.000
2016-S1,271236.000
2016-S2,251756.000
2017-S1,270291.000
2017-S2,297235.000
2018-S1,302928.000
2018-S2,301617.000
2019-S1,301901.000
2019-S2,281045.000
2020-S1,308019.000
2020-S2,292277.000
2021-S1,304330.000
2021-S2,290025.000
2022-S1,269094.000
2022-S2,282017.000
2023-S1,263003.000
2023-S2,231658.000
2024-S1,249293.000
2024-S2,249473.000
2025-S1,312751.000
2025-S2,273559.000
2015-S1,947618.201
2015-S2,907047.005
2016-S1,880715.361
2016-S2,856199.911
2017-S1,959896.413
2017-S2,1117346.729
2018-S1,1193984.377
2018-S2,1076153.435
2019-S1,1154943.443
2019-S2,1144739.236
2020-S1,1148778.755
2020-S2,1439702.958
2021-S1,1508135.545
2021-S2,1583826.092
2022-S1,1413627.522
2022-S2,1407657.970
2023-S1,1539638.748
2023-S2,1615060.081
2024-S1,1799856.393
2024-S2,2044845.815
2025-S1,2242608.133
2025-S2,2711131.988
2015-S1,692937.212
2015-S2,560873.044
2016-S1,459377.744
2016-S2,391590.575
2017-S1,420723.623
2017-S2,413216.769
2018-S1,469429.591
2018-S2,367219.783
2019-S1,467724.500
2019-S2,396020.674
2020-S1,461952.298
2020-S2,365624.381
2021-S1,523651.862
2021-S2,441034.587
2022-S1,560025.355
2022-S2,448427.486
2023-S1,557648.024
2023-S2,658431.258
2024-S1,824462.195
2024-S2,664085.608
2025-S1,1128569.818
2025-S2,805729.124
2015-S1,1099167.500
2015-S2,998527.500
2016-S1,914718.000
2016-S2,597936.500
2017-S1,444955.500
2017-S2,329223.500
2018-S1,286037.000
2018-S2,223712.500
2019-S1,209515.000
2019-S2,178873.500
2020-S1,184205.500
2020-S2,153964.500
2021-S1,134680.000
2021-S2,147370.000
2022-S1,142827.500
2022-S2,138153.000
2023-S1,155690.000
2023-S2,156715.000
2024-S1,162628.000
2024-S2,140986.500
2025-S1,181412.500
2025-S2,138821.500
2016-S1,174.000
2016-S2,74.000
2017-S1,473.000
2017-S2,14.000
2018-S1,17.000
2018-S2,139.000
2019-S1,989.000
2019-S2,448.000
2020-S1,431.000
2020-S2,NaN
2021-S1,NaN
2021-S2,95.000
2022-S1,421.092
2022-S2,375.770
2023-S1,176.563
2023-S2,359.939
2024-S1,134.336
2024-S2,170.337
2025-S1,144.248
2025-S2,173.172
2015-S1,36435.000
2015-S2,36700.000
2016-S1,23234.000
2016-S2,18864.000
2017-S1,18338.000
2017-S2,22029.000
2018-S1,22639.000
2018-S2,31825.000
2019-S1,33405.000
2019-S2,31726.000
2020-S1,21536.000
2020-S2,25947.000
2021-S1,18660.000
2021-S2,23809.000
2022-S1,27684.000
2022-S2,18486.000
2023-S1,18729.000
2023-S2,14230.000
2024-S1,9244.000
2024-S2,12227.000
2025-S1,18774.000
2025-S2,31994.000
2016-S1,96.175
2016-S2,30.143
2017-S1,38.727
2017-S2,71.360
2018-S1,102.132
2018-S2,66.837
2019-S1,799.080
2019-S2,733.650
2020-S1,1285.203
2020-S2,1732.745
2021-S1,1199.267
2021-S2,1022.331
2022-S1,3797.348
2022-S2,4258.537
2023-S1,4830.434
2023-S2,4469.981
2024-S1,4355.873
2024-S2,5738.050
2025-S1,39930.119
2025-S2,39447.360
2015-S1,941.569
2015-S2,1040.301
2016-S1,896.570
2016-S2,1850.608
2017-S1,973.407
2017-S2,910.332
2018-S1,1156.888
2018-S2,1016.454
2019-S1,973.961
2019-S2,1096.207
2020-S1,1061.499
2020-S2,1055.782
2021-S1,951.434
2021-S2,1046.607
2022-S1,1169.887
2022-S2,1265.421
2023-S1,2122.431
2023-S2,918.268
2024-S1,1323.279
2024-S2,1069.701
2025-S1,1611.113
2025-S2,1053.338
2015-S1,7807.000
2015-S2,6102.000
2016-S1,5405.000
2016-S2,4967.000
2017-S1,2146.000
2017-S2,1928.000
2018-S1,1922.000
2018-S2,1311.000
2019-S1,2355.000
2019-S2,1555.000
2020-S1,1629.000
2020-S2,1343.000
2021-S1,1045.000
2021-S2,991.000
2022-S1,143.000
2022-S2,964.000
2023-S1,656.000
2023-S2,2800.000
2024-S1,3142.000
2024-S2,4499.000
2025-S1,4645.000
2025-S2,4014.000
2015-S1,2575802.977
2015-S2,1865610.789
2016-S1,2164280.318
2016-S2,2312266.276
2017-S1,1990317.492
2017-S2,1823408.669
2018-S1,2196615.095
2018-S2,2024843.180
2019-S1,2133921.164
2019-S2,1895887.965
2020-S1,2097277.085
2020-S2,1698349.023
2021-S1,1567503.377
2021-S2,1420684.427
2022-S1,1799451.109
2022-S2,1929446.377
2023-S1,1703707.844
2023-S2,2047872.222
2024-S1,2295475.080
2024-S2,2182778.226
2025-S1,3016578.659
2025-S2,2095544.958
2015-S1,2853683.437
2015-S2,2579662.922
2016-S1,2303951.210
2016-S2,2117296.763
2017-S1,2126131.287
2017-S2,2027332.604
2018-S1,1838498.805
2018-S2,1841566.033
2019-S1,1706692.182
2019-S2,1686429.910
2020-S1,1805726.681
2020-S2,1819172.707
2021-S1,1896157.289
2021-S2,1975097.056
2022-S1,2264429.809
2022-S2,2480912.288
2023-S1,2458894.291
2023-S2,2486345.563
2024-S1,2622602.987
2024-S2,2515536.474
2025-S1,2938722.517
2025-S2,3126310.449
2015-S1,280.890
2015-S2,92.769
2016-S1,56.915
2016-S2,89.771
2017-S1,134.351
2017-S2,44.031
2018-S1,102.914
2018-S2,515.791
2019-S1,106.924
2019-S2,142.812
2020-S1,201.754
2020-S2,140.827
2021-S1,237.059
2021-S2,97.016
2022-S1,279.688
2022-S2,255.132
2023-S1,134.317
2023-S2,94.622
2024-S1,78.949
2024-S2,79.604
2025-S1,60.441
2025-S2,65.962
2015-S1,2833.875
2015-S2,3751.593
2016-S1,3143.400
2016-S2,2646.918
2017-S1,3423.340
2017-S2,5251.978
2018-S1,5052.373
2018-S2,4307.620
2019-S1,6038.615
2019-S2,5328.940
2020-S1,4784.238
2020-S2,9512.338
2021-S1,8606.188
2021-S2,9530.333
2022-S1,8676.155
2022-S2,8967.351
2023-S1,5522.438
2023-S2,5137.629
2024-S1,3527.774
2024-S2,3861.405
2025-S1,3957.042
2025-S2,9441.023
2015-S1,328929.790
2015-S2,298332.139
2016-S1,365325.469
2016-S2,303861.310
2017-S1,314783.153
2017-S2,260269.377
2018-S1,284614.751
2018-S2,213082.762
2019-S1,302260.296
2019-S2,305922.942
2020-S1,386682.522
2020-S2,460792.104
2021-S1,377708.980
2021-S2,370949.924
2022-S1,805428.670
2022-S2,903038.773
2023-S1,736125.205
2023-S2,726377.563
2024-S1,619587.927
2024-S2,810094.985
2025-S1,861338.701
2025-S2,665961.440
2015-S1,13573.000
2015-S2,14589.000
2016-S1,17456.000
2016-S2,14676.000
2017-S1,22761.000
2017-S2,21958.000
2018-S1,18939.000
2018-S2,20743.000
2019-S1,19083.000
2019-S2,17020.000
2020-S1,13686.000
2020-S2,13405.000
2021-S1,15348.000
2021-S2,12569.000
2022-S1,11112.000
2022-S2,9419.000
2023-S1,9633.000
2023-S2,8980.000
2024-S1,7699.000
2024-S2,7709.000
2025-S1,9355.000
2025-S2,8876.000
2015-S1,857726.599
2015-S2,884008.740
2016-S1,884423.415
2016-S2,919359.092
2017-S1,972716.440
2017-S2,998521.818
2018-S1,1026699.295
2018-S2,986328.659
2019-S1,1103805.149
2019-S2,1134390.454
2020-S1,1066502.987
2020-S2,1142607.755
2021-S1,1243198.055
2021-S2,1170426.993
2022-S1,1116646.423
2022-S2,1042294.340
2023-S1,1041071.567
2023-S2,1016886.922
2024-S1,1083173.556
2024-S2,1054528.698
2025-S1,1220160.450
2025-S2,1260517.980
2016-S1,1508.170
2016-S2,531.437
2017-S1,1103.848
2017-S2,1330.513
2018-S1,984.395
2018-S2,873.833
2019-S1,6715.067
2019-S2,6063.495
2020-S1,6560.442
2020-S2,6400.287
2021-S1,6369.952
2021-S2,6001.333
2022-S1,842.230
2022-S2,836.252
2023-S1,995.301
2023-S2,1062.831
2024-S1,1249.020
2024-S2,1492.695
2025-S1,1230.262
2025-S2,1008.018
2015-S1,516.000
2015-S2,12.000
2016-S1,82.000
2016-S2,72.000
2017-S1,NaN
2017-S2,NaN
2018-S1,NaN
2018-S2,20.000
2019-S1,74.000
2019-S2,220.000
2020-S1,709.000
2020-S2,918.000
2021-S1,918.000
2021-S2,869.000
2022-S1,996.000
2022-S2,949.000
2023-S1,708.000
2023-S2,779.000
2024-S1,1033.000
2024-S2,892.000
2025-S1,1559.000
2025-S2,869.000
2015-S1,295475.983
2015-S2,235644.795
2016-S1,190173.691
2016-S2,158398.965
2017-S1,182883.982
2017-S2,203429.131
2018-S1,304340.756
2018-S2,294151.777
2019-S1,232191.350
2019-S2,215517.703
2020-S1,174194.257
2020-S2,175221.219
2021-S1,186766.864
2021-S2,231719.851
2022-S1,179007.498
2022-S2,173018.571
2023-S1,218235.431
2023-S2,226607.073
2024-S1,255509.086
2024-S2,260158.065
2025-S1,259391.581
2025-S2,397162.826
2015-S1,44686.865
2015-S2,42521.390
2016-S1,45511.595
2016-S2,38478.018
2017-S1,45251.816
2017-S2,39658.697
2018-S1,41082.107
2018-S2,32632.387
2019-S1,47359.729
2019-S2,49211.045
2020-S1,42477.210
2020-S2,55738.274
2021-S1,51620.883
2021-S2,53860.528
2022-S1,90162.019
2022-S2,88286.726
2023-S1,64078.808
2023-S2,127544.446
2024-S1,60327.691
2024-S2,100384.429
2025-S1,127306.170
2025-S2,81728.532
2015-S1,914689.357
2015-S2,882464.283
2016-S1,1784160.456
2016-S2,1217358.400
2017-S1,1049358.692
2017-S2,846391.493
2018-S1,676162.796
2018-S2,579463.233
2019-S1,747663.127
2019-S2,802286.022
2020-S1,1102197.914
2020-S2,1161310.280
2021-S1,878271.483
2021-S2,905854.090
2022-S1,979038.583
2022-S2,1354671.885
2023-S1,1461339.488
2023-S2,1173747.150
2024-S1,1095671.838
2024-S2,1037941.136
2025-S1,1099516.389
2025-S2,1142676.524
2015-S1,499.956
2015-S2,394.163
2016-S1,575.489
2016-S2,367.658
2017-S1,350.315
2017-S2,316.004
2018-S1,251.796
2018-S2,268.523
2019-S1,384.909
2019-S2,369.222
2020-S1,428.987
2020-S2,386.435
2021-S1,161.735
2021-S2,130.471
2022-S1,40.262
2022-S2,32.705
2023-S1,31.224
2023-S2,26.244
2024-S1,23.535
2024-S2,22.974
2025-S1,34.135
2025-S2,69.642
2015-S1,666980.463
2015-S2,634705.576
2016-S1,562496.948
2016-S2,532441.879
2017-S1,539345.394
2017-S2,512864.781
2018-S1,534987.767
2018-S2,473363.478
2019-S1,469455.649
2019-S2,481848.120
2020-S1,490191.898
2020-S2,501195.306
2021-S1,457461.988
2021-S2,514107.982
2022-S1,598217.125
2022-S2,630061.358
2023-S1,707923.097
2023-S2,705654.931
2024-S1,751580.514
2024-S2,787288.854
2025-S1,1012354.520
2025-S2,1072907.354
2015-S1,2413802.504
2015-S2,2383825.878
2016-S1,2650529.268
2016-S2,1811431.131
2017-S1,1583752.296
2017-S2,1475351.160
2018-S1,1295982.413
2018-S2,1250010.451
2019-S1,1435728.672
2019-S2,1349417.672
2020-S1,1637486.791
2020-S2,1541248.108
2021-S1,1143038.472
2021-S2,1003127.380
2022-S1,706770.183
2022-S2,573144.829
2023-S1,548592.344
2023-S2,513233.760
2024-S1,451266.184
2024-S2,424559.952
2025-S1,515701.754
2025-S2,494322.805
2016-S1,2.000
2016-S2,NaN
2017-S1,NaN
2017-S2,NaN
2018-S1,NaN
2018-S2,NaN
2019-S1,NaN
2019-S2,NaN
2020-S1,NaN
2020-S2,NaN
2021-S1,NaN
2021-S2,NaN
2022-S1,1.505
2022-S2,1.472
2023-S1,3.698
2023-S2,2.589
2024-S1,2.737
2024-S2,2.666
2015-S1,4243775.518
2015-S2,3972959.934
2016-S1,4077751.636
2016-S2,4130671.103
2017-S1,4259678.588
2017-S2,4071829.313
2018-S1,4365898.991
2018-S2,3435313.969
2019-S1,3833270.305
2019-S2,3642382.733
2020-S1,3899752.864
2020-S2,3590015.919
2021-S1,3288148.312
2021-S2,5054784.185
2022-S1,3189509.842
2022-S2,3557959.408
2023-S1,4466046.582
2023-S2,3823100.590
2024-S1,4544768.181
2024-S2,3959307.926
2025-S1,5199691.922
2025-S2,5989216.571
2015-S1,6817.171
2015-S2,3765.072
2016-S1,42616.184
2016-S2,28497.323
2017-S1,23660.450
2017-S2,20448.182
2018-S1,19324.907
2018-S2,18032.697
2019-S1,23757.356
2019-S2,24084.160
2020-S1,33658.192
2020-S2,32785.167
2021-S1,25566.697
2021-S2,22965.509
2022-S1,3932.718
2022-S2,4234.456
2023-S1,4089.165
2023-S2,3709.720
2024-S1,3608.307
2024-S2,3748.151
2025-S1,11813.736
2025-S2,12333.002
2015-S1,551973.899
2015-S2,441175.431
2016-S1,358015.768
2016-S2,312884.093
2017-S1,328721.280
2017-S2,324195.041
2018-S1,357060.677
2018-S2,282109.204
2019-S1,356303.568
2019-S2,302453.852
2020-S1,360025.612
2020-S2,271763.989
2021-S1,359589.501
2021-S2,317459.581
2022-S1,420048.209
2022-S2,353617.476
2023-S1,417636.605
2023-S2,462438.306
2024-S1,574026.896
2024-S2,459886.033
2025-S1,781420.873
2025-S2,550495.782
2015-S1,2593.522
2015-S2,3605.139
2016-S1,2267.341
2016-S2,1462.611
2017-S1,1749.090
2017-S2,1376.735
2018-S1,1783.862
2018-S2,2170.727
2019-S1,1741.774
2019-S2,1344.910
2020-S1,2089.719
2020-S2,2873.890
